property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score
72,4306-028-007,129B165 887,9400 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7069.3,4611.0,2007.0,1.0,0100 - Residential - Single Family Residence,475562.0,1054146.0,1529708.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028007],,87.5
73,4306-028-008,129B165 893,9348 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7012.3,4289.0,2018.0,1.0,0101 - Residential - Single Family Residence - Pool,1865700.0,2170121.0,4035821.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028008],,87.5
74,4306-028-009,129B165 900,9342 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7222.1,3292.0,1942.0,1.0,0101 - Residential - Single Family Residence - Pool,1275577.0,1200114.0,2475691.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028009],,87.5
75,4306-028-010,129B165 914,9336 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7204.1,5239.0,2010.0,1.0,0104 - Residential - Single Family Residence - Therapy Pool (Spa),995750.0,2113939.0,3109689.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028010],,87.5
76,4306-028-011,129B169 1328,9330 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7214.4,2356.0,1949.0,1.0,0100 - Residential - Single Family Residence,72607.0,50964.0,123571.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028011],,87.5
77,4306-028-012,129B169 1337,9324 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7260.6,6692.0,2017.0,1.0,0100 - Residential - Single Family Residence,1062262.0,1641742.0,2704004.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028012],,87.5
78,4306-028-013,129B169 1347,9318 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8233.7,2880.0,1942.0,1.0,0100 - Residential - Single Family Residence,571159.0,450261.0,1021420.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028013],,87.5
79,4306-028-014,129B169 1355,9312 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8261.8,4064.0,1950.0,1.0,0101 - Residential - Single Family Residence - Pool,103493.0,224533.0,328026.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028014],,87.5
80,4306-028-015,129B169 1360,9306 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8552.8,2384.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,169811.0,172116.0,341927.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028015],,87.5
81,4306-028-016,129B169 1359,9300 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,10928.7,2600.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,79335.0,68619.0,147954.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028016],,87.5
82,4306-028-017,129B169 1423,9301 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,9631.6,5395.0,2014.0,1.0,0101 - Residential - Single Family Residence - Pool,2197877.0,1682586.0,3880463.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028017],,87.5
83,4306-028-018,129B169 1416,9307 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8270.3,4488.0,2005.0,1.0,0100 - Residential - Single Family Residence,986083.0,926809.0,1912892.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028018],,87.5
84,4306-028-019,129B169 1411,9311 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7527.9,3805.0,1950.0,1.0,0100 - Residential - Single Family Residence,730017.0,95790.0,825807.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028019],,87.5
85,4306-028-020,129B169 1402,9321 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7110.3,4554.0,2013.0,1.0,0100 - Residential - Single Family Residence,1579375.0,2635468.0,4214843.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028020],,87.5
86,4306-028-021,129B169 1394,9325 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7011.1,2383.0,1949.0,1.0,0100 - Residential - Single Family Residence,1197522.0,549107.0,1746629.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028021],,87.5
87,4306-028-022,129B169 1385,9331 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6990.2,3370.0,1948.0,1.0,0100 - Residential - Single Family Residence,1194574.0,990385.0,2184959.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028022],,87.5
88,4306-028-023,129B165 953,9339 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7004.1,2557.0,1951.0,1.0,0100 - Residential - Single Family Residence,70364.0,268260.0,338624.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028023],,87.5
89,4306-028-024,129B165 947,9343 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7093.6,2893.0,1950.0,1.0,0100 - Residential - Single Family Residence,780527.0,632563.0,1413090.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028024],,87.5
90,4306-028-025,129B165 943,9401 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7113.8,4055.0,2017.0,1.0,0100 - Residential - Single Family Residence,3121200.0,1251610.0,4372810.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028025],,87.5
91,4306-028-026,129B165 933,9407 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7140.5,2843.0,1948.0,1.0,0100 - Residential - Single Family Residence,1548635.0,656174.0,2204809.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028026],,87.5
92,4306-028-027,129B165 931,9413 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7318.8,5061.0,2014.0,1.0,0100 - Residential - Single Family Residence,2992924.0,2399209.0,5392133.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028027],,87.5
93,4306-028-028,129B165 928,9421 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6940.3,2928.0,1947.0,1.0,0100 - Residential - Single Family Residence,447187.0,345940.0,793127.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028028],,87.5
94,4306-028-029,129B165 924,9427 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7438.7,4066.0,1941.0,1.0,0101 - Residential - Single Family Residence - Pool,2381292.0,853816.0,3235108.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028029],,87.5
95,4306-028-030,129B165 923,9433 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7401.9,3072.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,142999.0,213219.0,356218.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028030],,87.5
96,4306-028-031,129B165 922,9439 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7406.7,2240.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,573219.0,257267.0,830486.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028031],,87.5
97,4306-028-032,129B165 925,9445 W SAWYER ST,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,10057.5,2775.0,1941.0,1.0,0100 - Residential - Single Family Residence,2080800.0,568913.0,2649713.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028032],,87.5
98,4306-028-033,129B165 882,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,1786.6,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028033],Yes,75.0
99,4306-028-034,129B165 930,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,2102.2,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028034],Yes,75.0
100,4306-028-035,129B165 873,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,3545.8,11706.0,2010.0,1.0,0103 - Residential - Single Family Residence - Pool and Misc.,2600100.0,4102604.0,6702704.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306028035],,81.2
101,4307-001-009,129B165 1204,1415 1-20 S PEG PL,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R3,Multiple Family Residential,R3-1VL-O,Neighborhood Commercial,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,3,314680.0,74581.0,1988.0,66.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,67540598.0,41543103.0,109083701.0,False,OC-2,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307001009],Yes,96.9
102,4307-003-006,129B165 298,1495 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,8457.1,2849.0,1950.0,1.0,0101 - Residential - Single Family Residence - Pool,65882.0,583664.0,649546.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003006],,93.8
103,4307-003-007,129B165 276,1461 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6679.0,2787.0,1953.0,1.0,0101 - Residential - Single Family Residence - Pool,63639.0,92372.0,156011.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003007],,93.8
104,4307-003-008,129B165 258,1455 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6135.6,1733.0,1946.0,1.0,0100 - Residential - Single Family Residence,1234837.0,453614.0,1688451.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003008],,93.8
105,4307-003-009,129B165 250,1451 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6140.4,2522.0,1946.0,1.0,0100 - Residential - Single Family Residence,698288.0,652427.0,1350715.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003009],,93.8
106,4307-003-010,129B165 230,1445 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6145.3,3364.0,2005.0,0.0,0100 - Residential - Single Family Residence,966808.0,957358.0,1924166.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003010],,93.8
107,4307-003-011,129B165 205,1441 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6150.2,1754.0,1946.0,1.0,0100 - Residential - Single Family Residence,346487.0,94720.0,441207.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003011],,93.8
108,4307-003-012,129B165 185,1435 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6155.0,1505.0,1942.0,1.0,0100 - Residential - Single Family Residence,688823.0,188326.0,877149.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003012],,93.8
109,4307-003-013,129B165 156,1431 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6160.0,1488.0,1946.0,1.0,0100 - Residential - Single Family Residence,61397.0,281432.0,342829.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003013],,93.8
110,4307-003-014,129B165 139,1425 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6164.8,1318.0,1942.0,1.0,0100 - Residential - Single Family Residence,403659.0,110352.0,514011.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003014],,93.8
111,4307-003-015,129B165 119,1421 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6169.7,1219.0,1947.0,1.0,0100 - Residential - Single Family Residence,963968.0,263554.0,1227522.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003015],,93.8
112,4307-003-016,129B165 91,1415 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6174.6,6150.0,1988.0,0.0,2700 - Commercial - Parking Lot (Commercial Use Property) - Lots - Patron or Employee - One Story,357853.0,4295.0,362148.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003016],Yes,96.9
113,4307-003-018,129B165 52,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,C4,Highway Commercial,C4-1VL-O,Neighborhood Commercial,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,3,2529.8,15337.0,1954.0,0.0,"2300 - Commercial - Bank, Savings and Loan - One Story",1451860.0,1486701.0,2938561.0,False,OC-2,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003018],Yes,90.6
114,4307-003-019,129B165 32,,,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,C4,Highway Commercial,C4-1VL-O,Neighborhood Commercial,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,3,3458.2,8500.0,1994.0,0.0,2700 - Commercial - Parking Lot (Commercial Use Property) - Lots - Patron or Employee - One Story,763102.0,27246.0,790348.0,False,OC-2,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307003019],Yes,90.6
115,4307-004-002,129B165 55,1414 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6271.4,,,,010V - Residential - Single Family Residence - Vacant Land,573585.0,0.0,573585.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307004002],Yes,87.5
116,4307-004-003,129B165 79,1420 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6271.3,,,,010V - Residential - Single Family Residence - Vacant Land,455224.0,0.0,455224.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307004003],Yes,87.5
117,4307-004-004,129B165 101,1424 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6271.3,,,,010V - Residential - Single Family Residence - Vacant Land,455224.0,0.0,455224.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307004004],Yes,87.5
118,4307-004-005,129B165 126,1428 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6271.3,5080.0,2002.0,1.0,0100 - Residential - Single Family Residence,1732998.0,550721.0,2283719.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307004005],,93.8
119,4307-004-006,129B165 144,1434 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6271.4,1530.0,1942.0,1.0,0100 - Residential - Single Family Residence,861596.0,235561.0,1097157.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307004006],,93.8
120,4307-004-007,129B165 169,1440 S ROXBURY DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6271.3,1765.0,1942.0,1.0,0100 - Residential - Single Family Residence,244737.0,216389.0,461126.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307004007],,93.8
121,4307-004-009,129B165 11,9786 W PICO BLVD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,C4,Highway Commercial,C4-1VL-O,Neighborhood Commercial,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,3,15105.3,38085.0,1991.0,1.0,6100 - Recreational - Theater - Movie - Indoor - One Story,2458108.0,46749429.0,49207537.0,False,OC-2,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4307004009],Yes,96.9
